ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,orig_bytes,resp_bytes,bytes_ratio,duration,duration_zscore,conn_state_encoded,conn_interval,time_since_last_conn,conn_count_10s,conn_count_60s,conn_count_300s,interval_stddev,burst_score,total_conn_from_ip,hour_of_day,ja3,ja3_frequency,ja3_is_known,ja3_behavior_score,unique_ja3_from_ip,is_known_ip,ip_first_seen_hours_ago,recon_pattern_score,recent_activity_score,recent_docker_event,time_since_container_start,is_attack,attack_phase,proto,service,conn_state,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,ja3s
1767522018.418963,172.18.0.6,38616,172.18.0.2,8501,798.0,1741.0,0.3142969673099645,0.040549,2.139993862013674,3,0.0,0.0,1,1,1,3523.2836342100827,1.0,52,11,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.0,0.2,0.1428571428571428,1,0.4189629554748535,0,normal,,,,,,,,,
1767522019.959151,172.18.0.6,38618,172.18.0.2,8501,1080.0,1741.0,0.3828429634881248,0.016453,0.2511282731851402,3,1.5401880741119385,1.5401880741119385,2,2,2,3523.2836342100827,1.0,52,11,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.0004278300205866,0.7,0.2857142857142857,1,1.959151029586792,0,normal,,,,,,,,,
1767522619.04429,172.18.0.5,41252,172.18.0.2,8501,796.0,1741.0,0.3137564052029957,0.01149,-0.1379172081128348,3,0.0,0.0,1,1,1,2837.0311603902896,1.0,56,11,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.0,0.2,0.1428571428571428,1,1.0442900657653809,0,normal,,,,,,,,,
1767522620.640728,172.18.0.5,41258,172.18.0.2,8501,1070.0,1741.0,0.3806474564212024,0.029474,1.2718337360062033,3,1.596437931060791,1.596437931060791,2,2,2,2837.0311603902896,1.0,56,11,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.0004434549808502,0.7,0.2857142857142857,1,2.640727996826172,0,normal,,,,,,,,,
1767523229.1053364,172.18.0.6,48024,172.18.0.2,8501,797.9260354824322,2394.306561430208,0.2499586139976593,0.0189737132240898,,1,,1209.1461853981018,1,1,1,3042.0684484170533,1.0,66,10,,0,1,1.0,,1,,0.2,0.0,0,0.0,0,discovery,tcp,ssl,SF,0.0,5.0,0.0,5.0,0.0,
1767523713.0345962,172.18.0.5,64270,172.18.0.2,8501,796.48769937915,2129.7589129152457,0.2721874827749546,0.0271842388512642,,1,,1092.3938682079315,1,1,1,1428.176285683635,1.0,83,10,,0,1,1.0,,1,,0.2,0.0,0,0.0,0,discovery,tcp,ssl,SF,0.0,8.0,0.0,4.0,0.0,
1767523758.733413,172.18.0.1,47954,172.18.0.2,8501,798.0,2264.0,0.2606139777922926,0.016193,0.2307470873827075,0,0.0,0.0,1,1,1,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.0,0.2,0.1428571428571428,0,0.0,1,recon,,,,,,,,,
1767523759.063977,172.18.0.1,47956,172.18.0.2,8501,804.0,2617.0,0.2350190002923121,0.006576,-0.5231216197788131,0,0.330564022064209,0.330564022064209,2,2,2,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,9.182333946228028e-05,0.7,0.2857142857142857,0,0.0,1,recon,,,,,,,,,
1767523759.383489,172.18.0.1,47958,172.18.0.2,8501,797.0,7605.0,0.0948583670554629,0.006212,-0.551655279902219,0,0.3195118904113769,0.3195118904113769,3,3,3,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.0001805766423543,1.0,0.4285714285714285,0,0.0,1,recon,,,,,,,,,
1767523759.702427,172.18.0.1,47960,172.18.0.2,8501,804.0,4424.0,0.1537872991583779,0.006459,-0.5322931533899079,0,0.3189380168914795,0.3189380168914795,4,4,4,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.0002691705359352,1.0,0.5714285714285714,0,0.0,1,inject,,,,,,,,,
1767523760.224364,172.18.0.1,47962,172.18.0.2,8501,1034.0,1805.0,0.3642127509686509,0.017562,0.3380618695501323,0,0.5219371318817139,0.5219371318817139,5,5,5,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.0004141530725691,1.0,0.7142857142857143,0,0.0,1,inject,,,,,,,,,
1767523760.757726,172.18.0.1,47978,172.18.0.2,8501,804.0,3378.0,0.1922525107604017,0.005867,-0.5786995456785239,0,0.5333619117736816,0.5333619117736816,6,6,6,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.0005623091591729,1.0,0.8571428571428571,0,0.0,1,inject,,,,,,,,,
1767523760.776413,172.18.0.1,47994,172.18.0.2,8501,834.0,1805.0,0.3160287987874194,0.023863,0.8319920685544726,0,0.0186870098114013,0.0186870098114013,7,7,7,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.0005674999952316,1.0,1.0,0,0.0,1,inject,,,,,,,,,
1767524239.970506,172.18.0.1,53210,172.18.0.2,8501,798.0,2264.0,0.2606139777922926,0.01138,-0.1465400174907872,0,479.1940929889679,479.1940929889679,1,1,1,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.1336769702699449,0.0,0.1428571428571428,0,0.0,1,recon,,,,,,,,,
1767524240.296189,172.18.0.1,53226,172.18.0.2,8501,802.0,8735.0,0.0840935304603124,0.006707,-0.5128526377014336,0,0.3256831169128418,0.3256831169128418,2,2,2,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.1337674378024207,0.7,0.2857142857142857,0,0.0,1,recon,,,,,,,,,
1767524240.617946,172.18.0.1,53234,172.18.0.2,8501,797.0,7605.0,0.0948583670554629,0.008337,-0.3850782805554131,0,0.3217568397521972,0.3217568397521972,3,3,3,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.1338568147023519,1.0,0.4285714285714285,0,0.0,1,inject,,,,,,,,,
1767524240.939872,172.18.0.1,53244,172.18.0.2,8501,801.0,12578.0,0.0598699454368786,0.00716,-0.4773423408995028,0,0.3219261169433594,0.3219261169433594,4,4,4,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.133946238623725,1.0,0.5714285714285714,0,0.0,1,inject,,,,,,,,,
1767524241.463262,172.18.0.1,53248,172.18.0.2,8501,1029.0,1805.0,0.363091037402964,0.013489,0.0187827550374073,0,0.5233900547027588,0.5233900547027588,5,5,5,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.1340916247500313,1.0,0.7142857142857143,0,0.0,1,inject,,,,,,,,,
1767524241.991748,172.18.0.1,42502,172.18.0.2,8501,802.0,9534.0,0.0775928792569659,0.006228,-0.5504010530836078,0,0.5284860134124756,0.5284860134124756,6,6,6,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.1342384264204237,1.0,0.8571428571428571,0,0.0,1,verify,,,,,,,,,
1767524242.011066,172.18.0.1,42504,172.18.0.2,8501,831.0,1805.0,0.3152503793626707,0.02191,0.6788980075077377,0,0.0193178653717041,0.0193178653717041,7,7,7,2203.2974610407746,1.0,777,11,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.1342437924941381,1.0,1.0,0,0.0,1,verify,,,,,,,,,
1767524332.231248,172.18.0.7,43228,172.18.0.2,8501,798.0,1741.0,0.3142969673099645,0.064651,4.029329785899186,3,0.0,0.0,1,1,1,4995.757090569133,1.0,45,11,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.0,0.2,0.1428571428571428,1,1.231247901916504,0,normal,,,,,,,,,
1767524334.550575,172.18.0.7,43230,172.18.0.2,8501,1080.0,1741.0,0.3828429634881248,0.018645,0.4229573473348806,3,2.319327116012573,2.319327116012573,2,2,2,4995.757090569133,1.0,45,11,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.0006442575322257,0.7,0.2857142857142857,1,3.550575017929077,0,normal,,,,,,,,,
1767524453.530058,172.18.0.5,40976,172.18.0.2,8501,811.5115209372937,2059.1576842195145,0.2826907117962292,0.0276337025240591,,1,,740.4954619407654,1,1,1,1428.176285683635,1.0,83,11,,0,1,1.0,,1,,0.2,0.0,0,0.0,0,discovery,tcp,ssl,SF,0.0,4.0,0.0,5.0,0.0,
1767524837.887198,172.18.0.1,48364,172.18.0.2,8501,798.0,2264.0,0.2606139777922926,0.007643,-0.4394803688126759,0,595.8761320114136,595.8761320114136,1,1,1,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.2997649402750863,0.0,0.1428571428571428,0,0.0,1,recon,,,,,,,,,
1767524838.208552,172.18.0.1,48376,172.18.0.2,8501,804.0,2617.0,0.2350190002923121,0.005853,-0.5797969941448088,0,0.3213539123535156,0.3213539123535156,2,2,2,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.29985420525074,0.7,0.2857142857142857,0,0.0,1,recon,,,,,,,,,
1767524838.527788,172.18.0.1,48380,172.18.0.2,8501,797.0,7605.0,0.0948583670554629,0.005736,-0.5889685277559035,0,0.3192360401153564,0.3192360401153564,3,3,3,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.2999428819285499,1.0,0.4285714285714285,0,0.0,1,inject,,,,,,,,,
1767524838.847128,172.18.0.1,48384,172.18.0.2,8501,804.0,4424.0,0.1537872991583779,0.00651,-0.5282953054055846,0,0.3193399906158447,0.3193399906158447,4,4,4,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.3000315874814987,1.0,0.5714285714285714,0,0.0,1,inject,,,,,,,,,
1767524839.370006,172.18.0.1,48394,172.18.0.2,8501,1033.0,1805.0,0.3639887244538407,0.026571,1.044269957604426,0,0.5228781700134277,0.5228781700134277,5,5,5,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.3001768314176135,1.0,0.7142857142857143,0,0.0,1,inject,,,,,,,,,
1767524839.91305,172.18.0.1,48402,172.18.0.2,8501,804.0,3397.0,0.1913830040466555,0.006406,-0.5364477797265577,0,0.543043851852417,0.543043851852417,6,6,6,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.300327676932017,1.0,0.8571428571428571,0,0.0,1,inject,,,,,,,,,
1767524839.931156,172.18.0.1,48404,172.18.0.2,8501,834.0,1805.0,0.3160287987874194,0.009773,-0.2725114235850539,0,0.0181059837341308,0.0181059837341308,7,7,7,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.3003327063719431,1.0,1.0,0,0.0,1,inject,,,,,,,,,
1767524979.958339,172.18.0.8,33536,172.18.0.2,8501,799.0,1741.0,0.3145669291338582,0.046036,2.570115271621168,3,0.0,0.0,1,1,1,2901.3322323210814,1.0,57,12,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.0,0.2,0.1428571428571428,1,0.958338975906372,0,normal,,,,,,,,,
1767524982.180744,172.18.0.8,45132,172.18.0.2,8501,1085.0,1741.0,0.383934890304317,0.027479,1.1154473295606138,3,2.222404956817627,2.222404956817627,2,2,2,2901.3322323210814,1.0,57,12,304734bb1c086c3453b387400cf83f11,68,0,0.5,1.0,1,0.0006173347102271,0.7,0.2857142857142857,1,3.180743932723999,0,normal,,,,,,,,,
1767525225.808171,172.18.0.1,43386,172.18.0.2,8501,798.0,2285.0,0.2588387933830684,0.011752,-0.1173792439580757,0,385.87701511383057,385.87701511383057,1,1,1,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.407520766125785,0.0,0.1428571428571428,0,0.0,1,recon,,,,,,,,,
1767525226.134037,172.18.0.1,43398,172.18.0.2,8501,802.0,8735.0,0.0840935304603124,0.006411,-0.5360558338457416,0,0.3258659839630127,0.3258659839630127,2,2,2,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.4076112844546636,0.7,0.2857142857142857,0,0.0,1,recon,,,,,,,,,
1767525226.454738,172.18.0.1,43400,172.18.0.2,8501,797.0,7605.0,0.0948583670554629,0.006609,-0.5205347769654275,0,0.3207008838653564,0.3207008838653564,3,3,3,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.407700368033515,1.0,0.4285714285714285,0,0.0,1,recon,,,,,,,,,
1767525226.774064,172.18.0.1,43412,172.18.0.2,8501,801.0,12578.0,0.0598699454368786,0.006644,-0.5177911557997154,0,0.3193261623382568,0.3193261623382568,4,4,4,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.4077890697452757,1.0,0.5714285714285714,0,0.0,1,inject,,,,,,,,,
1767525227.296887,172.18.0.1,43426,172.18.0.2,8501,1029.0,1783.0,0.3659317211948791,0.01441,0.0909791862837171,0,0.5228228569030762,0.5228228569030762,5,5,5,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.4079342983166377,1.0,0.7142857142857143,0,0.0,1,inject,,,,,,,,,
1767525227.826483,172.18.0.1,43436,172.18.0.2,8501,802.0,9534.0,0.0775928792569659,0.006287,-0.5457760916899788,0,0.5295960903167725,0.5295960903167725,6,6,6,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.4080814083417257,1.0,0.8571428571428571,0,0.0,1,inject,,,,,,,,,
1767525227.844986,172.18.0.1,43442,172.18.0.2,8501,831.0,1783.0,0.3179035960214231,0.009074,-0.3273054577231327,0,0.0185029506683349,0.0185029506683349,7,7,7,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.4080865480502446,1.0,1.0,0,0.0,1,inject,,,,,,,,,
1767525261.039993,172.18.0.8,40869,172.18.0.2,8501,793.0487346078131,2060.281073928923,0.2779379839775724,0.0193404803486877,,1,,278.85924911499023,1,1,3,1913.122514412728,1.0,80,11,,0,1,1.0,,1,,0.2,0.0,0,0.0,0,discovery,tcp,ssl,SF,0.0,8.0,0.0,5.0,0.0,
1767525676.993225,172.18.0.1,53038,172.18.0.2,8501,798.0,2264.0,0.2606139777922926,0.006009,-0.5675682826633491,0,449.1482391357422,449.1482391357422,1,1,1,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.532849947810173,0.0,0.1428571428571428,0,0.0,1,recon,,,,,,,,,
1767525677.312987,172.18.0.1,53046,172.18.0.2,8501,803.0,2591.0,0.2365939893930465,0.006098,-0.560591645984824,0,0.3197619915008545,0.3197619915008545,2,2,2,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.5329387705855899,0.7,0.2857142857142857,0,0.0,1,recon,,,,,,,,,
1767525677.632657,172.18.0.1,53062,172.18.0.2,8501,797.0,7605.0,0.0948583670554629,0.006219,-0.5511065556690765,0,0.3196699619293213,0.3196699619293213,3,3,3,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.5330275677972369,1.0,0.4285714285714285,0,0.0,1,inject,,,,,,,,,
1767525677.953292,172.18.0.1,53070,172.18.0.2,8501,803.0,4414.0,0.1539198773241326,0.006576,-0.5231216197788131,0,0.3206348419189453,0.3206348419189453,4,4,4,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.5331166330311033,1.0,0.5714285714285714,0,0.0,1,inject,,,,,,,,,
1767525678.476866,172.18.0.1,53074,172.18.0.2,8501,1033.0,1805.0,0.3639887244538407,0.029541,1.277085810809138,0,0.5235741138458252,0.5235741138458252,5,5,5,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.5332620702849494,1.0,0.7142857142857143,0,0.0,1,inject,,,,,,,,,
1767525679.024954,172.18.0.1,55808,172.18.0.2,8501,803.0,3394.0,0.1913271384322135,0.006145,-0.5569073547051535,0,0.5480880737304688,0.5480880737304688,6,6,6,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.5334143169720967,1.0,0.8571428571428571,0,0.0,1,verify,,,,,,,,,
1767525679.043117,172.18.0.1,55822,172.18.0.2,8501,833.0,1805.0,0.3157695223654284,0.021255,0.62755309712084,0,0.0181629657745361,0.0181629657745361,7,7,7,2203.2974610407746,1.0,777,12,0149f47eabf9a20d0893e2a44e5a6323,441,0,0.5,1.0,0,0.5334193622403675,1.0,1.0,0,0.0,1,verify,,,,,,,,,
