n_connections,id.orig_p_mean,id.orig_p_std,id.orig_p_max,id.resp_p_std,orig_bytes_mean,orig_bytes_std,orig_bytes_max,resp_bytes_mean,resp_bytes_std,resp_bytes_max,bytes_ratio_mean,bytes_ratio_std,bytes_ratio_max,duration_mean,duration_std,duration_max,duration_zscore_mean,duration_zscore_std,duration_zscore_max,conn_state_encoded_mean,conn_state_encoded_std,conn_state_encoded_max,conn_interval_mean,conn_interval_std,conn_interval_max,time_since_last_conn_mean,time_since_last_conn_std,time_since_last_conn_max,conn_count_10s_mean,conn_count_10s_std,conn_count_10s_max,conn_count_60s_mean,conn_count_60s_std,conn_count_60s_max,conn_count_300s_mean,conn_count_300s_std,conn_count_300s_max,interval_stddev_mean,interval_stddev_std,interval_stddev_max,burst_score_mean,burst_score_std,burst_score_max,total_conn_from_ip_mean,total_conn_from_ip_std,total_conn_from_ip_max,hour_of_day_mean,hour_of_day_std,hour_of_day_max,ja3_frequency_mean,ja3_frequency_std,ja3_frequency_max,ja3_is_known_std,ja3_behavior_score_std,unique_ja3_from_ip_std,is_known_ip_mean,is_known_ip_std,is_known_ip_max,ip_first_seen_hours_ago_mean,ip_first_seen_hours_ago_std,ip_first_seen_hours_ago_max,recon_pattern_score_mean,recon_pattern_score_std,recon_pattern_score_max,recent_activity_score_mean,recent_activity_score_std,recent_activity_score_max,recent_docker_event_mean,recent_docker_event_std,recent_docker_event_max,time_since_container_start_mean,time_since_container_start_std,time_since_container_start_max,is_attack
6.0,-0.06221403152008134,14.65150731722394,-0.09112592501987646,0.0,-0.3417210713000564,86.76541992774595,-0.09552772808586778,169.0505050505035,2070.4809425187505,574.9215686274612,-1.4800494502601553,0.0929752472631756,-0.6442970696608125,-0.8615913914848962,0.0073058796282759,-0.5030739336794826,-0.47136564623388466,0.5727018852080755,0.08868518383445179,-3.0,0.0,-3.0,-0.6807907783021334,0.2137210992090091,-0.6796259535493506,-0.680391812523114,0.1869132922024571,-0.6796259535493506,3.0,2.160246899469287,6.0,3.0,2.160246899469287,6.0,0.2,2.160246899469287,1.5,-2.3875215578123736,0.0,-2.3400274356464448,0.8571428571428571,0.3779644730092272,1.0,-1.0,2.160246899469287,-0.9961904761904762,-0.2222222222222222,0.0,-0.2222222222222222,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-0.44017503382162954,0.0002243187027421,0.06369588743282055,4.601897434385798,0.304724700110022,5.480896381776316,2.230059940213767,0.3086066999241838,4.993675186529218,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
1.0,0.2715429588205389,11.31370849898476,0.2288545043116629,0.0,-0.48308744152572874,2.8284271247461903,-0.9255813953488373,379.7070707070672,4575.687981058149,685.7058823529534,-1.8461880044864203,0.124818805326526,-1.2876095233117681,-0.9514291263393001,0.0033043099884847,-0.900710349440958,-0.6153336889971773,0.2590221377851604,-0.5410675170979683,-3.0,0.0,-3.0,2.158060125286206,489.4389895805819,4.700982264349707,2.158060125286206,489.4389895805819,4.700982264349707,0.5,0.7071067811865476,1.0,0.5,0.7071067811865476,1.0,-0.8,0.7071067811865476,-1.0,-2.3875215578123736,0.0,-2.3400274356464448,0.5,0.7071067811865476,1.0,-0.9914367269267365,0.7071067811865476,-0.9923809523809524,-0.2222222222222222,0.0,-0.2222222222222222,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,265.26207268670976,6.397020569084986e-05,259.1644591875892,1.2990723903228745,0.4949747468305832,3.5208363996213676,-0.2415225327176986,0.1010152544552211,0.199323063880698,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
6.0,0.07764725107124713,5235.42584796345,0.2301999877683322,0.0,-0.349431964221457,85.407705685589,-0.1134168157423973,463.82683982683557,4362.650941583023,1062.4705882353132,-1.802556332402999,0.1288902253851195,-0.6512625218964987,-0.8963704214084581,0.0055968652790987,-0.5652852546746089,-0.5271002312099611,0.4387336583249835,-0.009841374278262824,-3.0,0.0,-3.0,0.1306089575116344,261.6107529038638,4.700982264349707,0.1306089575116344,261.6107529038638,4.700982264349707,3.0,2.160246899469287,6.0,3.0,2.160246899469287,6.0,0.2,2.160246899469287,1.5,-2.3875215578123736,0.0,-2.3400274356464448,0.8571428571428571,0.3779644730092272,1.0,-0.9866793529971456,2.160246899469287,-0.9828571428571429,-0.2222222222222222,0.0,-0.2222222222222222,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,265.7644415958213,0.0002243290117374,260.0910652075128,4.410429315889397,0.3760699023168052,5.480896381776316,2.230059940213767,0.3086066999241838,4.993675186529218,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
6.0,0.07764725107124713,5235.42584796345,0.2301999877683322,0.0,-0.349431964221457,85.407705685589,-0.1134168157423973,463.82683982683557,4362.650941583023,1062.4705882353132,-1.802556332402999,0.1288902253851195,-0.6512625218964987,-0.8963704214084581,0.0055968652790987,-0.5652852546746089,-0.5271002312099611,0.4387336583249835,-0.009841374278262824,-3.0,0.0,-3.0,0.1306089575116344,261.6107529038638,4.700982264349707,0.1306089575116344,261.6107529038638,4.700982264349707,3.0,2.160246899469287,6.0,3.0,2.160246899469287,6.0,0.2,2.160246899469287,1.5,-2.3875215578123736,0.0,-2.3400274356464448,0.8571428571428571,0.3779644730092272,1.0,-0.9866793529971456,2.160246899469287,-0.9828571428571429,-0.2222222222222222,0.0,-0.2222222222222222,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,265.7644415958213,0.0002243290117374,260.0910652075128,4.410429315889397,0.3760699023168052,5.480896381776316,2.230059940213767,0.3086066999241838,4.993675186529218,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
4.0,8.896797153034159e-05,5881.99479768556,0.2301999877683322,0.0,-0.29596977329974816,99.86991538997115,-0.1134168157423973,497.4747474747429,4778.010286719777,1062.4705882353132,-1.7851036635696305,0.1448790882940413,-0.6512625218964987,-0.8743469394361213,0.0064986556071236,-0.5652852546746089,-0.49180684809507463,0.5094242592108031,-0.009841374278262824,-3.0,0.0,-3.0,-0.6803715095981943,0.2077324810050422,-0.6796638678263698,-0.6803715095981943,0.2077324810050422,-0.6796638678263698,4.0,1.5811388300841898,6.0,4.0,1.5811388300841898,6.0,0.6,1.5811388300841898,1.5,-2.3875215578123736,0.0,-2.3400274356464448,1.0,0.0,1.0,-0.9847764034253093,1.5811388300841898,-0.9828571428571429,-0.2222222222222222,0.0,-0.2222222222222222,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,265.96538915946604,0.0001729588677249,260.0910652075128,5.654972086116006,0.0,5.480896381776316,3.2186929293863527,0.2258769757263128,4.993675186529218,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
4.0,-0.03593035078800213,10.99090533122727,-0.0666625894440707,0.0,-0.31324217344368466,103.91679363798713,-0.09910554561717369,202.28282828282642,2376.445139278414,574.9215686274612,-1.5382309069270366,0.1032457002776477,-0.6456881966259949,-0.9054931537888874,0.0090366324092551,-0.41681266524384397,-0.541719721868225,0.708374169851207,0.2253006059385131,-3.0,0.0,-3.0,0.7819671714659202,398.6106185066094,6.249887256425473,0.7819671714659202,398.6106185066094,6.249887256425473,2.0,1.5811388300841898,4.0,2.0,1.5811388300841898,4.0,-0.2,1.5811388300841898,0.5,-2.3875215578123736,0.0,-2.3400274356464448,0.8,0.447213595499958,1.0,-0.9752616555661275,1.5811388300841898,-0.9733333333333334,-0.1111111111111111,0.0,-0.1111111111111111,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,596.2976877897793,0.0001592951672146,582.8643168288554,3.912612207798753,0.433589667773576,5.480896381776316,1.2414269510411806,0.2258769757263128,3.0759343374698105,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
6.0,-0.03550548333212269,14.534032311719114,-0.06605100605467555,0.0,-0.34223513082815005,86.39141271258498,-0.09910554561717369,169.32467532467376,2070.4383363823963,574.9215686274612,-1.4810252927242797,0.0929826507408229,-0.6456881966259949,-0.9274407979616288,0.0075316708384692,-0.41681266524384397,-0.5768915723154333,0.5904014721600206,0.2253006059385131,-3.0,0.0,-3.0,0.36400988978652427,336.8988513729761,6.249887256425473,0.36400988978652427,336.8988513729761,6.249887256425473,3.0,2.160246899469287,6.0,3.0,2.160246899469287,6.0,0.2,2.160246899469287,1.5,-2.3875215578123736,0.0,-2.3400274356464448,0.8571428571428571,0.3779644730092272,1.0,-0.9733587059942912,2.160246899469287,-0.9695238095238096,-0.1111111111111111,0.0,-0.1111111111111111,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,596.5116802290654,0.0002249400530636,583.1675250758791,4.410429315889397,0.3760699023168052,5.480896381776316,2.230059940213767,0.3086066999241838,4.993675186529218,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
6.0,-0.03550548333212269,14.534032311719114,-0.06605100605467555,0.0,-0.34223513082815005,86.39141271258498,-0.09910554561717369,169.32467532467376,2070.4383363823963,574.9215686274612,-1.4810252927242797,0.0929826507408229,-0.6456881966259949,-0.9274407979616288,0.0075316708384692,-0.41681266524384397,-0.5768915723154333,0.5904014721600206,0.2253006059385131,-3.0,0.0,-3.0,0.36400988978652427,336.8988513729761,6.249887256425473,0.36400988978652427,336.8988513729761,6.249887256425473,3.0,2.160246899469287,6.0,3.0,2.160246899469287,6.0,0.2,2.160246899469287,1.5,-2.3875215578123736,0.0,-2.3400274356464448,0.8571428571428571,0.3779644730092272,1.0,-0.9733587059942912,2.160246899469287,-0.9695238095238096,-0.1111111111111111,0.0,-0.1111111111111111,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,596.5116802290654,0.0002249400530636,583.1675250758791,4.410429315889397,0.3760699023168052,5.480896381776316,2.230059940213767,0.3086066999241838,4.993675186529218,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
1.0,-0.034443314692425016,1.4142135623730951,-0.06605100605467555,0.0,-0.41471752428931274,21.213203435596427,-0.8110912343470484,86.92929292929212,1125.7139956489837,162.37254901961074,-1.3380112572173881,0.0881378867075806,-0.9435027026420155,-0.9823099083934871,0.0023808285322551,-0.9519001051189753,-0.6648211984334542,0.1866311872293249,-0.6221387812490857,-3.0,0.0,-3.0,-0.6808833144119655,0.3711871262480497,-0.679550668190421,-0.6808833144119655,0.3711871262480497,-0.679550668190421,5.5,0.7071067811865476,6.0,5.5,0.7071067811865476,6.0,1.2,0.7071067811865476,1.5,-2.3875215578123736,0.0,-2.3400274356464448,1.0,0.0,1.0,-0.9686013320647003,0.7071067811865476,-0.9695238095238096,-0.1111111111111111,0.0,-0.1111111111111111,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,597.0466613272803,3.5563510773052756e-06,583.1675250758791,5.654972086116006,0.0,5.480896381776316,4.701642413145232,0.1010152544552211,4.993675186529218,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
6.0,-0.3514688793666931,21.021530912489744,-0.369518683872546,0.0,-0.349431964221457,85.407705685589,-0.1134168157423973,463.4949494949453,4367.020456405794,1062.4705882353132,-1.7992378406274414,0.1298518645924463,-0.6336228606901588,-0.9612209885734632,0.0032069824861802,-0.8041920173287037,-0.6310254831318458,0.2513927150614872,-0.38820757286779667,-3.0,0.0,-3.0,0.7373759917375763,457.341041457907,8.727732749148561,0.7373759917375763,457.341041457907,8.727732749148561,3.0,2.160246899469287,6.0,3.0,2.160246899469287,6.0,0.2,2.160246899469287,1.5,-2.3875215578123736,0.0,-2.3400274356464448,0.8571428571428571,0.3779644730092272,1.0,-0.9600380589914367,2.160246899469287,-0.9561904761904761,-0.1111111111111111,0.0,-0.1111111111111111,373.0,0.0,373.0,0.0,0.0,0.0,-1.0,0.0,-1.0,811.098171181948,0.0002238973397185,792.7704955200986,4.410429315889397,0.3760699023168052,5.480896381776316,2.230059940213767,0.3086066999241838,4.993675186529218,-0.5,0.0,-1.0,-1.0695907770938033,0.0,-1.0733491937821786,1.0
